אגר,A,14
אגרף,C,20
אהב,A,21
אהד,A,20
אונן,C,14
אותת,C,13
אזכר,C,20
אזל,A,15
אזר,A,14
אחז,A,20
אחל,C,4
אחר,C,4
איד,C,1
איך,C,1
אים,C,1
אין,C,3
ארח,C,10
ארס,C,5
ארע,C,11
אכלל,C,20
אכף,A,14
אכשר,C,20
אלחש,C,20
אמד,A,14
אמלל,C,20
אמר,A,16
אנס,A,14
אנפף,C,20
אסלם,C,20
אסף,A,14
אסר,A,14
אפה,A,52
אפנן,C,22
אפף,A,14
אפרט,C,20
אפשט,C,20
אפשר,C,20
אץ,A,35
אצל,A,14
אצר,A,14
ארב,A,14
ארג,A,14
ארה,A,51
ארז,A,14
ארך,A,15
אשפר,C,20
בא,A,47
באש,A,17
בגד,A,1
בגר,A,4
בדה,A,48
בדק,A,1
בהה,A,53
בהק,A,17
בוסס,C,12
בוש,A,38
בשם,D,1
בושש,C,12
בזז,A,1
בזק,A,1
בחל,A,17
בחן,A,19
בחר,A,1
בחש,A,17
באס,C,7
בדח,C,9
בדר,C,1
בטן,C,3
ביץ,C,1
בכר,C,1
בלף,C,1
בקר,C,1
בש'ם,C,1
בש'ר,C,1
בלגן,C,22
בלט,A,1
בלל,A,1
בלם,A,1
בלס,A,1
בלע,A,22
בלש,A,1
בנה,A,48
בעבע,C,26
בעט,A,17
בעל,A,17
בצבץ,C,20
ברא,A,41
ברבר,C,20
ברדק,C,20
ברח,A,22
ברמן,C,22
גאה,A,53
גאל,A,17
גבל,A,1
גבר,A,4
גדע,A,22
גהר,A,17
גוע,A,22
גולל,C,12
גזז,A,1
גזל,A,1
גזם,A,1
גזר,A,1
גחן,A,17
גבב,C,1
גבן,C,3
גבש,C,1
גהק,C,4
גחך,C,4
ג'נן,C,3
גנן,C,3
גפף,C,1
גפר,C,1
גשר,C,1
גשש,C,1
גלל,A,1
גלש,A,1
גמא,A,41
גמגם,C,20
גמל,A,1
גמע,A,22
גנדר,C,20
גנז,A,1
גנח,A,22
גסס,A,1
געגע,C,26
ג'עג'ע,C,27
געה,A,53
גער,A,17
געש,A,17
גר,A,35
גרב,A,1
גרבץ,C,20
גרגר,C,20
גרם,A,1
גרס,A,1
גרע,A,22
גרען,C,25
דאב,A,17
דאג,A,17
דאה,A,53
דבק,A,5
דג,A,35
דגדג,C,20
דגם,A,1
דגמן,C,22
דגר,A,1
דהה,A,53
דהר,A,17
דובב,C,12
דומם,C,12
דפן,D,3
דחה,A,53
דחס,A,17
דחף,A,17
דחק,A,17
דגם,C,1
דדה,C,17
דהן,C,4
דור,C,1
דוש,C,1
דיק,C,1
דלג,C,1
דכדך,C,20
דלה,A,48
דלף,A,1
דלק,A,1
דמין,C,22
דמע,A,22
דן,A,35
דסקס,C,20
דעך,A,17
דפדף,C,20
דפק,A,1
דפרס,C,20
דקדק,C,20
דקלם,C,20
דר,A,35
דרך,A,1
דרס,A,1
דרש,A,1
דש,A,35
דשדש,C,20
האביס,F,5
האביק,F,5
האזין,F,6
האחיד,F,5
האט,F,21
האיץ,F,16
האיר,F,16
האכיל,F,5
האליל,F,5
האמין,F,6
האמיר,F,5
האניש,F,5
האפיל,F,5
האפיר,F,5
האציל,F,5
האריך,F,5
האשים,F,5
הבאיש,F,1
הבדיל,F,1
הבהב,C,24
הבהיל,F,1
הבהיק,F,1
הבהיר,F,1
הבזיק,F,1
הבחיל,F,1
הבחין,F,3
הבטיח,F,7
הביא,F,31
הביט,F,9
הביך,F,16
הבין,F,18
הביס,F,16
הביע,F,11
הבכיר,F,1
הבליג,F,1
הבליח,F,7
הבליט,F,1
הבליע,F,7
הבעיר,F,1
הבעית,F,2
הבקיע,F,7
הבריא,F,26
הבריג,F,1
הבריז,F,1
הבריח,F,7
הבריך,F,1
הבריק,F,1
הבריש,F,1
הבשיל,F,1
הגביה,F,8
הגביל,F,1
הגביר,F,1
הגדיל,F,1
הגדיר,F,1
הגדיש,F,1
הגזים,F,1
הגיב,F,16
הגיד,F,9
הגיה,F,12
הגיח,F,20
הגיע,F,11
הגיף,F,16
הגיר,F,9
הגיש,F,9
הגליד,F,1
הגמיש,F,1
הגן,F,22
הגניב,F,1
הגעיל,F,1
הגריל,F,1
הגשים,F,1
הדאיג,F,1
הדביק,F,1
הדביר,F,1
הדגים,F,1
הדגיש,F,1
הדהד,C,24
הדהים,F,1
הדהיר,F,1
הדחיק,F,1
הדיד,F,9
הדיף,F,9
הדיר,F,9
הדלה,F,32
הדליף,F,1
הדליק,F,1
הדמים,F,1
הדמיע,F,7
הדפיס,F,1
הדריך,F,1
הדרים,F,1
ההין,F,18
הואיל,F,13
האכל,G,4
האפל,G,4
הואץ,G,16
הואר,G,16
הארך,G,4
האשם,G,4
הובא,G,20
הבהל,G,5
הבהר,G,5
הבטח,G,8
הוביל,F,13
הובל,G,13
הבלט,G,1
הבלע,G,8
הובן,G,15
הובס,G,13
הבע,G,12
הבער,G,5
הבקע,G,8
הברג,G,1
הברח,G,8
הברק,G,1
הברש,G,1
הגבה,G,9
הגבל,G,1
הגבר,G,1
הגדל,G,1
הגדר,G,1
הגנב,G,1
הוגף,G,13
הגרל,G,1
הגש,G,10
הגשם,G,1
הדאג,G,5
הדבק,G,1
הדבר,G,1
הדגם,G,1
הדגש,G,1
הודה,F,37
הודח,G,17
הדח,G,12
הדחק,G,1
הודיע,F,14
הדלף,G,1
הדלק,G,1
הדפס,G,1
הדרך,G,1
הזהר,G,5
הוזז,G,13
הוזח,G,17
הוזיל,F,13
הזכר,G,1
הוזל,G,13
הזמן,G,3
הוזן,G,15
הזנח,G,8
הזנק,G,1
הזעק,G,5
הזרם,G,1
הזרק,G,1
החבא,G,19
החדר,G,1
החזק,G,1
החזר,G,1
החכר,G,1
החלט,G,1
החלף,G,1
החלק,G,1
החלש,G,1
החמץ,G,1
החרב,G,1
החרם,G,1
הוחש,G,16
החתם,G,1
הוטב,G,13
הטבל,G,1
הטבע,G,8
הוטל,G,13
הטל,G,10
הטמן,G,3
הוטס,G,13
הטען,G,7
הטרד,G,1
הטרח,G,8
הוכח,G,17
הכחד,G,5
הכחש,G,5
הוכיח,F,14
הכלא,G,19
הכלל,G,1
הוכן,G,15
הכנס,G,1
הכנע,G,8
הכפל,G,1
הכפש,G,1
הכר,G,10
הכרז,G,1
הכרח,G,8
הכרע,G,8
הכש,G,10
הכשל,G,1
הכשר,G,1
הכתב,G,1
הכתם,G,1
הכתר,G,1
הלאם,G,5
הלבן,G,3
הלבש,G,1
הלחם,G,5
הלחן,G,7
הוליד,F,13
הוליך,F,13
הולן,G,15
הלעט,G,5
המחז,G,5
המחש,G,5
המטר,G,1
המלח,G,8
המלך,G,1
המלץ,G,1
הומס,G,18
המצא,G,19
הומר,G,13
המרץ,G,1
הומת,G,14
המתק,G,1
הונה,F,37
הנהג,G,5
הונח,G,17
הנח,G,12
הנחת,G,6
הנמך,G,1
הונס,G,13
הונע,G,17
הנעל,G,5
הונף,G,13
הנפק,G,1
הנצח,G,8
הנשם,G,1
הוסב,G,18
הסבר,G,1
הסג,G,10
הסגר,G,1
הסדר,G,1
הסח,G,12
הוסט,G,13
הוסיף,F,13
הסכם,G,1
הסמך,G,1
הסע,G,12
הוסף,G,13
הספד,G,1
הסק,G,10
הוסר,G,13
הסרט,G,1
הוסת,G,14
הסת,G,11
הסתר,G,1
העבר,G,4
העדף,G,4
הועיד,F,13
הועיל,F,13
העמד,G,4
העמס,G,4
העמק,G,4
הענק,G,4
הענש,G,4
העסק,G,4
הועף,G,16
הערך,G,4
העשר,G,4
העתק,G,4
הפגז,G,1
הפגש,G,1
הפחד,G,5
הפחת,G,6
הופיע,F,14
הפל,G,10
הפלל,G,1
הפנם,G,1
הפסק,G,1
הפעל,G,5
הופץ,G,13
הפצץ,G,1
הפקד,G,1
הפקע,G,8
הפקר,G,1
הופק,G,13
הופר,G,13
הפרד,G,1
הפרח,G,8
הפרט,G,1
הפרך,G,1
הפרע,G,8
הפרש,G,1
הפשט,G,1
הפשל,G,1
הפשר,G,1
הפתע,G,8
הוצא,G,20
הצב,G,10
הצג,G,10
הצהב,G,5
הצהר,G,5
הוציא,F,30
הצלב,G,1
הצמד,G,1
הצנח,G,8
הצנע,G,8
הצע,G,12
הצעד,G,5
הוצף,G,13
הצפן,G,3
הצת,G,11
הקדם,G,1
הקדש,G,1
הקהל,G,5
הקז,G,10
הקטן,G,3
הוקיע,F,14
הוקיר,F,13
הקלט,G,1
הוקם,G,13
הקסם,G,1
הקף,G,10
הקפא,G,19
הקפץ,G,1
הקצב,G,1
הקצף,G,1
הקרא,G,19
הקרם,G,1
הקרן,G,3
הרגל,G,1
הרגע,G,8
הרגש,G,1
הורד,G,13
הרדם,G,1
הורה,F,37
הרחב,G,5
הרחק,G,5
הרטב,G,1
הוריד,F,13
הוריק,F,13
הוריש,F,13
הרכב,G,1
הרכן,G,3
הורם,G,13
הורע,G,17
הרעב,G,5
הרעל,G,5
הורץ,G,13
הורק,G,13
הרשע,G,8
הרתח,G,8
השאל,G,5
השאר,G,5
הושב,G,13
השבח,G,8
השבע,G,8
השבת,G,2
השג,G,10
השחז,G,5
השחל,G,5
השחם,G,5
השחת,G,6
הושט,G,13
הושיב,F,13
הושיט,F,13
הושיע,F,14
השכב,G,2
השכח,G,8
השכר,G,1
השלט,G,1
השלך,G,1
השלם,G,1
השלש,G,1
השמד,G,1
השמט,G,1
השמע,G,8
השמץ,G,1
השפל,G,1
השפע,G,8
השק,G,10
השקט,G,1
השקע,G,8
הושר,G,13
השרש,G,1
השתל,G,1
השתק,G,1
השתת,G,2
התאם,G,5
התז,G,10
הותיר,F,13
התך,G,10
התנע,G,8
התסס,G,1
התפל,G,1
התקן,G,3
התקף,G,1
התר,G,10
התרם,G,1
התש,G,10
הזדהה,E,36
הזדהם,E,12
הזדוג,E,7
הזדחל,E,12
הזדין,E,8
הזדכה,E,33
הזדכך,E,7
הזדמזם,E,46
הזדמן,E,8
הזדנב,E,7
הזדעק,E,12
הזדקן,E,8
הזדקף,E,7
הזדקק,E,7
הזדקר,E,7
הזדרגג,E,46
הזדרז,E,16
הזהיב,F,1
הזהיר,F,1
הזחיל,F,1
הזיז,F,16
הזיח,F,20
הזיל,F,9
הזין,F,18
הזיק,F,9
הזכיר,F,1
הזליף,F,1
הזמין,F,3
הזניח,F,7
הזניק,F,1
הזעיק,F,1
הזקין,F,3
הזקיף,F,1
הזרים,F,1
הזריע,F,7
הזריק,F,1
החביא,F,27
החוה,F,33
החיל,F,16
החיש,F,16
החכים,F,4
החכיר,F,4
החשה,F,33
החתים,F,4
הטביל,F,1
הטביע,F,7
הטיח,F,20
הטיס,F,16
הטיף,F,9
הטליא,F,26
הטמין,F,3
הטמיע,F,7
הטעים,F,1
הטעין,F,3
הטריד,F,1
הטריח,F,7
הטרים,F,1
הטריף,F,1
הגר,C,1
הדין,E,42
הדלדל,E,58
הדלל,E,40
הדר,C,1
הדרדר,E,58
היה,A,56
הוה,C,17
הטהר,E,41
היטיב,F,15
הלל,C,1
הימין,F,15
המר,C,1
הנה,C,17
היניק,F,15
הסה,C,17
הסס,C,1
הישיר,F,15
התל,C,1
התמם,E,40
התמר,E,40
הכאיב,F,1
הכביד,F,1
הכביר,F,1
הכהה,F,34
הכוין,F,3
הכזיב,F,1
הכחיד,F,1
הכחיל,F,1
הכחיש,F,1
הכיל,F,16
הכין,F,18
הכיר,F,9
הכיש,F,9
הכליא,F,26
הכליב,F,1
הכליל,F,1
הכלים,F,1
הכליר,F,1
הכניס,F,1
הכניע,F,7
הכסיף,F,1
הכעיס,F,1
הכפיל,F,1
הכפיש,F,1
הכריז,F,1
הכריח,F,7
הכריע,F,7
הכרית,F,2
הכשיל,F,1
הכשיר,F,1
הכתיב,F,1
הכתים,F,1
הכתיף,F,1
הכתיר,F,1
הלאה,F,35
הלאים,F,1
הלבין,F,3
הלביש,F,1
הלהיב,F,1
הלוה,F,32
הלחים,F,1
הלחין,F,3
הלחיץ,F,1
הלם,A,8
הלעיז,F,1
הלעיט,F,1
הלשין,F,3
המאיס,F,1
המה,A,51
המהם,C,24
המחה,F,34
המחיז,F,1
המחיש,F,1
המטיר,F,1
המיט,F,16
המיר,F,16
המית,F,17
המליח,F,7
המליט,F,1
המליך,F,1
המליץ,F,1
המס,F,21
המעיד,F,1
המעיט,F,1
המציא,F,26
המרה,F,32
המריא,F,26
המריד,F,1
המריץ,F,1
המשיך,F,1
המשיל,F,1
המתין,F,3
המתיק,F,1
הנביט,F,1
הנגיד,F,1
הנדס,C,20
הנהיג,F,1
הנהן,C,25
הנחיל,F,1
הנחית,F,2
הניא,F,31
הניב,F,16
הניד,F,16
הניס,F,16
הניע,F,20
הניף,F,16
הנמיך,F,1
הנעיל,F,1
הנעים,F,1
הנפיק,F,1
הנפיש,F,1
הנציח,F,7
הנשים,F,1
הסב,F,21
הסביר,F,1
הסגיר,F,1
הסדיר,F,1
הסיג,F,9
הסיח,F,11
הסיט,F,16
הסיע,F,11
הסיק,F,9
הסיר,F,16
הסכים,F,1
הסכית,F,2
הסלים,F,1
הסמיך,F,1
הסמיק,F,1
הסניף,F,1
הסעיד,F,1
הסעיר,F,1
הספיג,F,1
הספיד,F,1
הספיק,F,1
הסריח,F,7
הסריט,F,1
הסתאב,E,18
הסתבך,E,4
הסתבן,E,5
הסתבר,E,4
הסתגל,E,4
הסתגף,E,4
הסתגר,E,4
הסתדר,E,4
הסתובב,E,26
הסתודד,E,26
הסתוה,E,31
הסתחבק,E,45
הסתחרר,E,45
הסתיג,E,4
הסתיד,E,4
הסתים,E,4
הסתיע,E,20
הסתיר,F,1
הסתכל,E,4
הסתכם,E,4
הסתכן,E,5
הסתכסך,E,45
הסתלבט,E,45
הסתלסל,E,45
הסתלק,E,4
הסתמך,E,4
הסתמם,E,4
הסתמן,E,5
הסתנור,E,45
הסתנכרן,E,59
הסתנן,E,5
הסתעף,E,10
הסתער,E,10
הסתפח,E,20
הסתפק,E,4
הסתפר,E,4
הסתקרן,E,45
הסתרבל,E,45
הסתרח,E,23
הסתרק,E,14
הסתתר,E,4
העביד,F,5
העביר,F,5
העביש,F,5
העוה,F,33
העז,F,23
העטה,F,33
העיב,F,16
העיד,F,19
העיז,F,16
העיף,F,16
העיק,F,16
העיר,F,16
העכיר,F,5
העפיל,F,4
הפגיז,F,1
הפגין,F,3
הפגיש,F,1
הפחיד,F,1
הפחית,F,2
הפטיר,F,1
הפיג,F,16
הפיח,F,20
הפיל,F,9
הפיץ,F,16
הפיק,F,16
הפך,A,8
הפליא,F,26
הפליג,F,1
הפליל,F,1
הפליץ,F,1
הפליק,F,1
הפנים,F,1
הפסיד,F,1
הפסיק,F,1
הפעיל,F,1
הפעים,F,1
הפציע,F,7
הפציץ,F,1
הפציר,F,1
הפקיד,F,1
הפקיע,F,7
הפקיר,F,1
הפר,F,24
הפריד,F,1
הפריז,F,1
הפריח,F,7
הפריט,F,1
הפריך,F,1
הפריע,F,7
הפריש,F,1
הפשיט,F,1
הפשיל,F,1
הפשיר,F,1
הפתיע,F,7
הצביע,F,7
הצדיע,F,7
הצדיק,F,1
הצהיב,F,1
הצהיר,F,1
הצחין,F,1
הצחיק,F,1
הצטבע,E,21
הצטבר,E,6
הצטדק,E,6
הצטוה,E,32
הצטופף,E,27
הצטחצח,E,53
הצטחק,E,11
הצטיד,E,6
הצטין,E,6
הצטיר,E,6
הצטלב,E,6
הצטלל,E,6
הצטלם,E,6
הצטלצל,E,46
הצטלק,E,6
הצטמצם,E,46
הצטמק,E,6
הצטמרר,E,46
הצטנן,E,6
הצטנע,E,21
הצטנף,E,6
הצטעף,E,11
הצטעק,E,11
הצטער,E,11
הצטרד,E,15
הצטרך,E,15
הצטרף,E,15
הציב,F,9
הציג,F,9
הציל,F,9
הציע,F,11
הציף,F,16
הציץ,F,16
הציק,F,16
הצית,F,10
הצל,F,21
הצליב,F,1
הצליח,F,7
הצליף,F,1
הצמיא,F,26
הצמיג,F,1
הצמיד,F,1
הצמיח,F,7
הצניח,F,7
הצניע,F,7
הצעיד,F,1
הצעיר,F,1
הצפין,F,3
הצר,F,24
הצריד,F,1
הצריח,F,7
הצריך,F,1
הקביל,F,1
הקדים,F,1
הקדיר,F,1
הקדיש,F,1
הקהיל,F,1
הקטין,F,3
הקיא,F,31
הקיז,F,9
הקים,F,16
הקיף,F,9
הקיץ,F,16
הקיש,F,9
הקל,F,21
הקליד,F,1
הקליט,F,1
הקליק,F,1
הקניט,F,1
הקסים,F,1
הקפיא,F,26
הקפיד,F,1
הקפיץ,F,1
הקציב,F,1
הקצין,F,3
הקציע,F,7
הקציף,F,1
הקריא,F,26
הקריב,F,1
הקריח,F,7
הקרים,F,1
הקרין,F,3
הקריץ,F,1
הקריש,F,1
הקשה,F,32
הקשיב,F,1
הקשיח,F,7
הראה,F,35
הרבה,F,32
הרביע,F,7
הרביץ,F,1
הרגיז,F,1
הרגיל,F,1
הרגיע,F,7
הרגיש,F,1
הרדים,F,1
הרהיב,F,1
הרהר,C,24
הרוה,F,32
הרויח,F,7
הרזה,F,32
הרחיב,F,1
הרחיק,F,1
הרטיב,F,1
הרטיט,F,1
הריח,F,20
הרים,F,16
הריע,F,20
הריץ,F,16
הריק,F,16
הרכיב,F,1
הרכין,F,3
הרנין,F,3
הרע,F,25
הרעיב,F,1
הרעיד,F,1
הרעיל,F,1
הרעים,F,1
הרעיף,F,1
הרעיש,F,1
הרפה,F,32
הרצה,F,32
הרצין,F,3
הרקיב,F,1
הרקיד,F,1
הרקיע,F,7
הרשים,F,1
הרשיע,F,7
הרתיח,F,7
הרתיע,F,7
השאיל,F,1
השאיר,F,1
השביז,F,1
השביח,F,7
השביע,F,7
הש'ביע,F,7
השבית,F,2
השגיח,F,7
השויץ,F,1
השחיז,F,1
השחיל,F,1
השחים,F,1
השחיר,F,1
השחית,F,2
השטנקר,E,45
השיא,F,29
השיג,F,9
השיט,F,16
השיל,F,9
השיק,F,9
השיר,F,9
השכיב,F,1
השכיח,F,7
הש'כיל,F,1
השכים,F,1
השכין,F,3
הש'כיר,F,1
השלה,F,32
השליג,F,1
השליט,F,1
השליך,F,1
השלים,F,1
השליש,F,1
השמיד,F,1
השמיט,F,1
הש'מיל,F,1
השמין,F,3
השמיע,F,7
השמיץ,F,1
הש'ניא,F,26
השעין,F,3
השפיט,F,1
השפיך,F,1
השפיל,F,1
השפיע,F,7
השפריץ,F,38
השקיט,F,1
השקיע,F,7
השקיף,F,1
השריץ,F,1
השריש,F,1
השתאה,E,39
השתבח,E,20
השתבש,E,4
השתגע,E,20
השתגר,E,4
השתדך,E,4
השתדל,E,4
השתהה,E,35
השתובב,E,26
השתוה,E,31
השתולל,E,26
השתומם,E,26
השתופף,E,26
השתוקק,E,26
השתזף,E,4
השתחוה,E,57
השתחל,E,10
השתחצן,E,45
השתחרר,E,45
השתטה,E,31
השתטח,E,20
השתיך,E,4
השתיל,F,1
השתין,F,3
השתיק,F,1
השתית,F,2
השתכח,E,20
השתכלל,E,45
השתכן,E,5
השתכנז,E,45
השתכנע,E,53
השתכר,E,4
הש'תכר,E,4
השתכשך,E,45
השתלב,E,4
השתלהב,E,50
השתלח,E,20
השתלט,E,4
השתלם,E,4
השתלשל,E,45
השתמד,E,4
השתמט,E,4
השתמע,E,20
השתמר,E,4
השתמש,E,4
השתנה,E,31
השתנק,E,4
השתעבד,E,45
השתעל,E,10
השתפך,E,4
השתפל,E,4
השתפן,E,4
השתפר,E,4
השתפשף,E,45
השתקם,E,4
השתקע,E,20
השתקף,E,4
השתרבב,E,45
הש'תרג,E,14
הש'תרך,E,14
הש'תרע,E,23
הש'תרר,E,14
השתרש,E,14
השתתף,E,4
השתתק,E,4
התאבד,E,1
התאבך,E,1
התאבל,E,1
התאבן,E,3
התאבק,E,1
התאגד,E,1
התאגרף,E,43
התאדה,E,30
התאדם,E,1
התאהב,E,9
התאוה,E,30
התאורר,E,43
התאונן,E,25
התאושש,E,24
התאזן,E,3
התאזר,E,1
התאזרח,E,51
התאחד,E,9
התאחה,E,34
התאחר,E,9
התאיד,E,1
התאים,F,1
התאכזב,E,43
התאכזר,E,43
התאכלס,E,43
התאכסן,E,44
התאלמן,E,44
התאמן,E,3
התאמץ,E,1
התאמת,E,2
התאנח,E,19
התאסלם,E,43
התאסף,E,1
התאפין,E,44
התאפס,E,1
התאפק,E,1
התאפר,E,1
התאפשר,E,43
התאקלם,E,43
התארגן,E,44
התארח,E,22
התארך,E,13
התארס,E,13
התאשפז,E,43
התבאס,E,17
התבאר,E,17
התבגר,E,1
התבדה,E,30
התבדח,E,19
התבדל,E,1
התבדר,E,1
התבהם,E,9
התבהר,E,9
התבודד,E,24
התבולל,E,24
התבונן,E,25
התבוסס,E,24
התבושש,E,24
התבזבז,E,43
התבזה,E,30
התבטא,E,29
התבטל,E,1
התביש,E,1
התבית,E,2
התבכין,E,44
התבלבל,E,43
התבלגן,E,44
התבלה,E,30
התבלט,E,1
התבסם,E,1
התבסס,E,1
התבצע,E,19
התבצר,E,1
התבקע,E,19
התבקש,E,1
התברבר,E,43
התברג,E,13
התברגן,E,44
התברדק,E,43
התברך,E,13
התברר,E,13
התבשל,E,1
התבש'ם,E,1
התבש'ר,E,1
התגאה,E,38
התגבן,E,3
התגבר,E,1
התגבש,E,1
התגדר,E,1
התגודד,E,24
התגון,E,3
התגולל,E,24
התגונן,E,25
התגורר,E,24
התגושש,E,24
התגיס,E,1
התגיר,E,1
התגלגל,E,43
התגלה,E,30
התגלח,E,19
התגלם,E,1
התגלע,E,19
התגלץ',E,1
התגלש,E,1
התגמד,E,1
התגמש,E,1
התגנב,E,1
התגנדר,E,43
התגפף,E,1
התגרד,E,13
התגרה,E,37
התגרש,E,13
התגשם,E,1
התדבק,E,1
התדין,E,3
התדלדל,E,43
התדמה,E,30
התדפק,E,1
התדרדר,E,43
התהדק,E,1
התהדר,E,1
התהוה,E,30
התהולל,E,24
התהלך,E,1
התהלל,E,1
התהפך,E,1
התהפנט,E,43
התודה,E,30
התודע,E,19
התוה,F,32
התוכח,E,19
התוסף,E,1
התועד,E,9
התחבא,E,29
התחבב,E,1
התחבט,E,1
התחבק,E,1
התחגר,E,1
התחדד,E,1
התחדש,E,1
התחור,E,1
התחולל,E,24
התחזה,E,30
התחזק,E,1
התחיב,E,1
התחכך,E,1
התחכם,E,1
התחלה,E,30
התחלחל,E,49
התחלן,E,3
התחלף,E,1
התחלק,E,1
התחלש,E,1
התחמם,E,1
התחמצן,E,44
התחמק,E,1
התחמש,E,1
התחנחן,E,49
התחנך,E,1
התחנן,E,3
התחנף,E,1
התחסד,E,1
התחסל,E,1
התחסן,E,3
התחספס,E,43
התחפף,E,1
התחפר,E,1
התחפש,E,1
התחצף,E,1
התחקה,E,30
התחרבן,E,44
התחרבש,E,43
התחרדן,E,44
התחרה,E,37
התחרז,E,13
התחרט,E,13
התחרמן,E,44
התחרע,E,22
התחרפן,E,44
התחרש,E,13
התחשב,E,1
התחשבן,E,44
התחשל,E,1
התחשמל,E,43
התחשק,E,1
התחשש,E,1
התחתך,E,1
התחתן,E,3
התיז,F,9
התיאש,E,17
התיבש,E,1
התיגע,E,19
התידד,E,1
התיהד,E,9
התיהר,E,9
התיון,E,3
התיחד,E,9
התיחם,E,9
